opponent,prev_action_rewarded,prev_action_was_attack,range,player_airborne,opponent_airborne,player_on_right,player_in_corner,enemy_in_corner,enemy_attacking,enemy_movement,active,Action,Utility
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Down_HK,20
ken,True,False,CLOSE,True,True,True,True,True,True,STATIONARY,False,Heavy_Kick,20
ken,True,True,CLOSE,True,True,True,True,False,True,STATIONARY,False,Down_HK,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Heavy_Kick,20
ken,True,True,CLOSE,True,True,True,False,True,True,STATIONARY,False,Neutral,20
ken,True,True,CLOSE,True,True,True,True,False,True,STATIONARY,False,Crouch_Block,20
ken,True,False,CLOSE,True,True,True,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,False,CLOSE,True,True,True,False,True,True,STATIONARY,False,Fireball,20
ken,True,False,CLOSE,True,True,True,True,True,True,STATIONARY,False,Throw_Forward,20
ken,True,True,CLOSE,True,True,False,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Heavy_Kick,20
ken,True,False,CLOSE,True,True,True,True,True,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,True,True,True,True,True,True,STATIONARY,False,Throw_Back,20
ken,True,True,MEDIUM,True,True,False,True,True,True,STATIONARY,False,Medium_Kick,20
ken,True,True,MEDIUM,True,True,True,False,True,True,STATIONARY,False,Down_HP,20
ken,True,True,MEDIUM,True,True,True,True,True,True,STATIONARY,False,Jump_Back,20
ken,True,True,MEDIUM,True,True,True,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,False,MEDIUM,True,False,True,False,True,True,STATIONARY,False,Light_Punch,20
ken,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Down_MP,20
ken,True,True,MEDIUM,False,False,False,False,True,True,STATIONARY,False,Jump_Forward,20
ken,True,True,MEDIUM,False,False,True,True,True,True,STATIONARY,False,Walk_Left,20
ken,True,False,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Jump_Back,20
ken,True,False,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Heavy_Kick,20
ken,True,False,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Neutral,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Down_LK,20
ken,True,False,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Crouch_Block,0
ken,True,True,MEDIUM,False,False,True,False,False,False,STATIONARY,False,Down_MP,0
ken,False,False,MEDIUM,False,False,True,False,False,False,STATIONARY,False,Shoryuken,0
ken,False,True,MEDIUM,False,False,True,True,False,False,STATIONARY,False,Down_LP,0
ken,False,True,MEDIUM,False,False,True,True,False,False,STATIONARY,False,Heavy_Punch,0
ken,False,True,MEDIUM,False,False,False,True,True,False,STATIONARY,False,Down_MK,0
ken,False,True,MEDIUM,False,False,True,False,True,False,STATIONARY,False,Light_Punch,0
ken,False,True,MEDIUM,False,False,True,True,False,False,STATIONARY,False,Heavy_Kick,0
ken,False,True,MEDIUM,False,False,True,True,False,False,STATIONARY,False,Jump_Forward,0
ken,False,True,MEDIUM,False,False,False,True,False,False,STATIONARY,False,Down_MP,0
ken,False,False,MEDIUM,False,True,False,True,False,False,STATIONARY,False,Walk_Forward,0
ken,False,True,MEDIUM,False,True,False,False,True,False,STATIONARY,False,Jump_Back,0
ken,False,False,MEDIUM,False,True,False,False,True,False,STATIONARY,False,Down_HP,0
ken,False,False,MEDIUM,False,True,False,True,False,False,STATIONARY,False,Walk_Left,0
ken,False,True,MEDIUM,False,True,False,True,False,False,STATIONARY,False,Crouch_Block,0
ken,False,False,MEDIUM,False,True,False,False,True,False,STATIONARY,False,Neutral,0
ken,False,False,MEDIUM,False,True,False,False,True,False,STATIONARY,False,Fireball,0
ken,False,False,MEDIUM,False,True,False,False,True,False,STATIONARY,False,Jump_Forward,0
ken,False,True,MEDIUM,False,True,True,True,True,False,STATIONARY,False,Walk_Forward,0
ken,False,False,MEDIUM,False,True,True,False,True,False,STATIONARY,False,Throw_Back,0
ken,False,False,MEDIUM,False,True,False,False,True,False,STATIONARY,False,Fireball,0
ken,False,True,MEDIUM,False,True,True,False,True,False,STATIONARY,False,Medium_Kick,0
ken,False,True,CLOSE,False,True,False,False,True,False,STATIONARY,False,Jump_Back,0
ken,False,True,CLOSE,False,True,False,False,True,False,STATIONARY,False,Down_HP,0
ken,False,False,CLOSE,False,True,True,False,True,False,STATIONARY,False,Walk_Left,0
ken,False,True,CLOSE,False,True,False,False,True,False,STATIONARY,False,Down_MP,0
ken,False,False,CLOSE,False,True,False,False,True,False,STATIONARY,False,Vertical_Jump,0
ken,False,True,CLOSE,False,True,True,False,True,False,STATIONARY,False,Neutral,0
ken,False,False,CLOSE,False,True,True,False,True,False,STATIONARY,False,Medium_Kick,0
ken,False,False,CLOSE,False,True,False,False,True,False,STATIONARY,False,Throw_Forward,0
ken,False,True,CLOSE,False,True,False,False,True,False,STATIONARY,False,Light_Kick,0
ken,False,True,CLOSE,False,True,True,False,True,False,STATIONARY,False,Light_Punch,0
ken,False,True,CLOSE,False,True,True,False,True,False,STATIONARY,False,Shoryuken,0
ken,False,True,CLOSE,False,True,True,False,True,False,STATIONARY,False,Tatsumaki,0
ken,False,True,CLOSE,False,False,True,False,True,False,STATIONARY,False,Shoryuken,0
ken,False,True,CLOSE,False,False,False,False,True,False,STATIONARY,False,Jump_Forward,0
ken,False,True,CLOSE,False,False,True,False,True,False,STATIONARY,False,Fireball,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Medium_Kick,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Throw_Back,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Light_Kick,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Shoryuken,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Light_Kick,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Down_MK,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Jump_Forward,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Throw_Forward,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Throw_Forward,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Tatsumaki,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Tatsumaki,0
ken,False,True,CLOSE,False,False,True,True,True,False,STATIONARY,False,Walk_Left,0
ken,False,True,CLOSE,False,False,True,True,True,False,STATIONARY,False,Throw_Forward,0
ken,False,False,CLOSE,False,False,False,False,True,False,STATIONARY,False,Down_MK,0
ken,False,True,CLOSE,False,False,False,False,True,False,STATIONARY,False,Down_MK,0
ken,False,True,CLOSE,False,True,True,True,True,False,STATIONARY,False,Walk_Left,0
ken,False,True,CLOSE,False,True,True,True,True,False,STATIONARY,False,Vertical_Jump,0
ken,False,False,CLOSE,False,True,False,False,True,False,STATIONARY,False,Down_LP,0
ken,False,False,LARGE,False,True,True,True,True,False,STATIONARY,False,Jump_Forward,0
ken,False,True,LARGE,False,True,True,True,True,False,STATIONARY,False,Tatsumaki,-27
ken,False,False,CLOSE,False,False,True,False,False,True,STATIONARY,False,Crouch_Block,20
ken,False,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Light_Kick,20
ken,True,False,CLOSE,True,False,True,False,False,True,STATIONARY,False,Medium_Kick,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Down_HP,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Throw_Forward,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Crouch_Block,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Crouch_Block,20
ken,True,False,CLOSE,True,False,True,False,False,True,STATIONARY,False,Medium_Punch,20
ken,True,False,CLOSE,True,False,True,False,False,True,STATIONARY,False,Throw_Back,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Jump_Back,20
ken,True,True,CLOSE,True,False,True,False,False,True,STATIONARY,False,Shoryuken,20
ken,True,False,CLOSE,True,False,False,False,True,True,STATIONARY,False,Jump_Forward,20
ken,True,True,CLOSE,True,True,False,False,True,True,STATIONARY,False,Medium_Kick,20
ken,True,False,CLOSE,True,True,True,True,True,True,STATIONARY,False,Jump_Forward,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Block,20
ken,True,False,CLOSE,True,True,False,True,True,True,STATIONARY,False,Walk_Forward,20
ken,True,False,CLOSE,True,True,True,True,True,True,STATIONARY,False,Block,20
ken,True,False,CLOSE,True,True,True,True,False,True,STATIONARY,False,Down_HK,20
ken,True,False,CLOSE,True,True,False,True,True,True,STATIONARY,False,Block,20
ken,True,True,CLOSE,True,True,False,True,False,True,STATIONARY,False,Down_LK,20
ken,True,False,CLOSE,True,True,False,True,True,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,True,True,False,False,True,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,True,True,True,True,True,True,STATIONARY,False,Down_HP,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Shoryuken,20
ken,True,True,CLOSE,True,True,True,True,False,True,STATIONARY,False,Crouch_Block,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Fireball,20
ken,True,False,CLOSE,True,True,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,True,CLOSE,True,True,False,True,False,True,STATIONARY,False,Down_HP,20
ken,True,True,CLOSE,True,True,True,False,True,True,STATIONARY,False,Walk_Left,20
ken,True,True,CLOSE,True,True,True,True,False,True,STATIONARY,False,Light_Kick,20
ken,True,False,CLOSE,True,True,True,True,False,True,STATIONARY,False,Shoryuken,20
ken,True,True,CLOSE,True,True,False,False,True,True,STATIONARY,False,Light_Punch,20
ken,True,True,CLOSE,True,True,True,True,True,True,STATIONARY,False,Medium_Punch,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Fireball,20
ken,True,True,CLOSE,True,True,True,True,True,True,STATIONARY,False,Walk_Forward,20
ken,True,True,CLOSE,True,True,False,True,True,True,STATIONARY,False,Down_LP,20
ken,True,False,CLOSE,True,True,True,False,True,True,STATIONARY,False,Neutral,20
ken,True,True,CLOSE,True,True,True,True,True,True,STATIONARY,False,Fireball,20
ken,True,False,CLOSE,True,True,True,False,True,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,True,True,False,False,True,True,STATIONARY,False,Down_HK,20
ken,True,True,CLOSE,True,True,True,False,True,True,STATIONARY,False,Light_Punch,20
ken,True,True,CLOSE,True,True,True,False,True,True,STATIONARY,False,Tatsumaki,20
ken,True,True,MEDIUM,True,False,True,True,True,True,STATIONARY,False,Heavy_Punch,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,True,MEDIUM,True,False,True,False,True,True,STATIONARY,False,Fireball,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,True,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Heavy_Kick,20
ken,True,True,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Shoryuken,20
ken,True,True,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,False,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Light_Punch,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,False,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Medium_Punch,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Tatsumaki,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Shoryuken,20
ken,True,True,LARGE,False,False,False,True,False,True,STATIONARY,False,Light_Kick,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Heavy_Punch,20
ken,True,False,LARGE,False,False,False,True,False,True,STATIONARY,False,Medium_Punch,20
ken,True,True,LARGE,False,False,False,True,False,True,STATIONARY,False,Neutral,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Jump_Forward,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Down_MK,20
ken,True,False,LARGE,False,False,False,True,False,True,STATIONARY,False,Light_Punch,20
ken,True,True,LARGE,False,False,False,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Down_MP,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Walk_Left,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Fireball,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Down_MK,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Heavy_Kick,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Throw_Forward,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Shoryuken,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Crouch_Block,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Down_MP,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Tatsumaki,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Heavy_Kick,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Vertical_Jump,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,False,LARGE,False,False,True,True,False,True,STATIONARY,False,Medium_Punch,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Shoryuken,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,True,LARGE,False,False,True,True,False,True,STATIONARY,False,Medium_Kick,0
ken,True,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Down_HP,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Down_HP,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Crouch_Block,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Throw_Forward,0
ken,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Jump_Back,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Heavy_Kick,0
ken,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Jump_Forward,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Heavy_Kick,0
ken,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Heavy_Kick,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Heavy_Kick,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Down_MK,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Block,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Down_HK,0
ken,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Down_LP,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Down_MP,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Walk_Forward,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Jump_Back,0
ken,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Fireball,0
ken,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Jump_Back,0
ken,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Heavy_Kick,-25
ken,False,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,False,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Medium_Punch,20
ken,True,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,True,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Jump_Back,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Throw_Forward,20
ken,True,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Light_Kick,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Jump_Back,20
ken,True,True,CLOSE,False,False,True,True,False,True,STATIONARY,False,Down_LP,20
ken,True,False,CLOSE,False,False,True,True,False,True,STATIONARY,False,Tatsumaki,20
ken,True,True,CLOSE,False,False,False,True,False,True,STATIONARY,False,Down_MK,20
ken,True,True,MEDIUM,False,False,False,True,False,True,STATIONARY,False,Heavy_Kick,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,True,True,MEDIUM,False,False,True,True,False,True,STATIONARY,False,Fireball,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Crouch_Block,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Throw_Back,20
ken,True,False,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Medium_Punch,20
ken,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Neutral,20
ken,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Down_MP,20
ken,True,False,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Walk_Forward,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Block,20
ken,True,False,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Throw_Forward,20
ken,True,False,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Down_LK,20
ken,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Down_MK,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Down_HP,20
ken,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Throw_Forward,20
ken,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Medium_Kick,20
ken,True,True,LARGE,True,False,False,True,False,True,STATIONARY,False,Heavy_Punch,20
ken,True,True,LARGE,True,False,True,True,False,True,STATIONARY,False,Heavy_Punch,20
ken,True,True,LARGE,True,False,True,True,False,True,STATIONARY,False,Medium_Kick,0
ken,True,True,LARGE,True,False,False,True,False,False,STATIONARY,False,Light_Kick,0
ken,False,True,LARGE,True,False,False,True,False,False,STATIONARY,False,Tatsumaki,0
ken,False,True,LARGE,True,False,False,True,False,False,STATIONARY,False,Vertical_Jump,20
ken,False,True,LARGE,False,False,False,True,True,True,STATIONARY,False,Heavy_Kick,20
ken,True,False,LARGE,False,False,False,False,True,True,STATIONARY,False,Down_MK,20
ken,True,True,LARGE,False,False,True,True,True,True,STATIONARY,False,Down_HK,20
ken,True,True,LARGE,False,False,False,False,True,True,STATIONARY,False,Heavy_Punch,20
ken,True,True,MEDIUM,False,False,False,False,True,True,STATIONARY,False,Jump_Back,20
ken,True,True,MEDIUM,False,False,True,True,True,True,STATIONARY,False,Down_LK,20
ken,True,False,MEDIUM,False,True,True,True,True,True,STATIONARY,False,Walk_Left,20
ken,True,True,MEDIUM,False,True,False,False,True,True,STATIONARY,False,Fireball,20
ken,True,False,MEDIUM,False,True,True,True,True,True,STATIONARY,False,Jump_Back,20
ken,True,True,MEDIUM,False,True,False,False,True,True,STATIONARY,False,Light_Kick,20
ken,True,False,MEDIUM,False,True,False,False,True,True,STATIONARY,False,Block,20
ken,True,True,MEDIUM,False,True,True,True,True,True,STATIONARY,False,Walk_Left,20
ken,True,False,MEDIUM,False,True,False,True,True,True,STATIONARY,False,Medium_Kick,20
ken,True,False,MEDIUM,False,True,False,True,True,True,STATIONARY,False,Shoryuken,20
ken,True,True,CLOSE,False,True,False,True,True,True,STATIONARY,False,Jump_Back,20
ken,True,True,CLOSE,False,True,False,True,True,True,STATIONARY,False,Walk_Forward,20
ken,True,False,CLOSE,False,True,True,True,True,True,STATIONARY,False,Medium_Punch,20
ken,True,False,CLOSE,False,True,True,True,True,True,STATIONARY,False,Heavy_Kick,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Down_LK,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Medium_Punch,20
ken,True,True,CLOSE,False,True,True,True,True,True,STATIONARY,False,Down_MP,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Jump_Forward,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Light_Punch,20
ken,True,False,CLOSE,False,True,True,True,True,True,STATIONARY,False,Down_MP,20
ken,True,True,CLOSE,False,True,True,True,True,True,STATIONARY,False,Light_Kick,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Vertical_Jump,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Vertical_Jump,20
ken,True,False,CLOSE,False,True,True,True,True,True,STATIONARY,False,Fireball,20
ken,True,False,CLOSE,False,True,False,False,True,True,STATIONARY,False,Down_HP,20
ken,True,True,CLOSE,False,True,True,True,True,True,STATIONARY,False,Vertical_Jump,20
ken,True,True,CLOSE,False,True,False,False,True,True,STATIONARY,False,Walk_Forward,20
ken,True,False,CLOSE,False,False,False,False,True,True,STATIONARY,False,Medium_Punch,20
ken,True,False,CLOSE,False,False,True,True,True,True,STATIONARY,False,Down_LP,20
ken,True,True,CLOSE,False,False,True,True,True,True,STATIONARY,False,Neutral,20
ken,True,True,CLOSE,False,False,False,False,True,True,STATIONARY,False,Crouch_Block,20
ken,True,False,CLOSE,False,False,False,False,True,True,STATIONARY,False,Down_HP,20
ken,True,False,CLOSE,False,False,True,True,True,True,STATIONARY,False,Fireball,0
ken,True,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Walk_Left,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Crouch_Block,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Medium_Kick,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Down_HP,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Block,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Jump_Forward,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Jump_Forward,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Down_LK,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Medium_Punch,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Throw_Back,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Walk_Left,0
ken,False,True,CLOSE,False,False,True,True,False,False,STATIONARY,False,Walk_Left,0
ken,False,False,CLOSE,False,False,True,True,False,False,STATIONARY,False,Down_LP,6
ken,False,False,CLOSE,False,True,False,False,True,False,STATIONARY,False,Light_Kick,0
ken,True,True,LARGE,False,False,False,False,True,False,STATIONARY,False,Light_Kick,0
chun_li,False,False,LARGE,False,False,False,False,False,False,STATIONARY,False,Light_Punch,0
chun_li,False,True,LARGE,False,False,False,False,False,False,STATIONARY,False,Walk_Left,0
chun_li,False,True,LARGE,False,False,False,False,False,False,STATIONARY,False,Down_MK,0
chun_li,False,False,LARGE,False,False,False,False,False,False,STATIONARY,False,Down_LK,0
chun_li,False,True,LARGE,False,False,False,False,False,False,STATIONARY,False,Vertical_Jump,0
chun_li,False,True,LARGE,False,False,False,False,False,False,STATIONARY,False,Throw_Forward,0
chun_li,False,False,LARGE,False,False,False,False,False,False,STATIONARY,False,Block,0
chun_li,False,True,LARGE,False,False,False,False,False,False,STATIONARY,False,Shoryuken,0
chun_li,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Light_Kick,0
chun_li,False,True,LARGE,False,False,False,True,False,False,STATIONARY,False,Jump_Forward,0
chun_li,False,True,LARGE,False,False,False,True,False,False,STATIONARY,False,Down_LP,0
chun_li,False,False,LARGE,False,False,True,True,False,False,STATIONARY,False,Crouch_Block,0
chun_li,False,True,LARGE,False,False,True,True,False,False,STATIONARY,False,Medium_Punch,0
chun_li,False,False,LARGE,True,False,False,True,False,False,STATIONARY,False,Crouch_Block,0
chun_li,False,True,LARGE,True,False,False,True,False,False,STATIONARY,False,Vertical_Jump,0
chun_li,False,False,LARGE,True,False,True,True,False,False,STATIONARY,False,Walk_Left,0
chun_li,False,False,MEDIUM,True,False,False,True,False,False,STATIONARY,False,Down_HP,0
chun_li,False,False,MEDIUM,True,False,False,True,False,False,STATIONARY,False,Block,0
chun_li,False,True,MEDIUM,True,False,True,True,False,False,STATIONARY,False,Jump_Forward,0
chun_li,False,False,MEDIUM,True,False,True,True,False,False,STATIONARY,False,Crouch_Block,0
chun_li,False,False,MEDIUM,True,False,False,True,False,False,STATIONARY,False,Neutral,0
chun_li,False,False,MEDIUM,True,False,False,True,False,False,STATIONARY,False,Down_MK,0
chun_li,False,False,MEDIUM,True,False,True,True,False,False,STATIONARY,False,Down_LP,0
chun_li,False,True,MEDIUM,True,False,True,True,False,False,STATIONARY,False,Down_MK,20
chun_li,False,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Block,20
chun_li,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Crouch_Block,20
chun_li,True,False,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Crouch_Block,20
chun_li,True,False,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Medium_Punch,20
chun_li,True,False,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Vertical_Jump,20
chun_li,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Throw_Forward,20
chun_li,True,False,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Fireball,20
chun_li,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Light_Kick,20
chun_li,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Heavy_Kick,20
chun_li,True,True,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Down_LK,20
chun_li,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Jump_Forward,20
chun_li,True,True,MEDIUM,True,False,True,True,False,True,STATIONARY,False,Down_LP,20
chun_li,True,False,MEDIUM,True,False,False,True,False,True,STATIONARY,False,Down_LK,20
